Order_ID,Order_Date,Ship_Date,Region,Country,Category,Sub_Category,Product_Name,Sales,Profit,Quantity
ORD-100059,2019-11-01,2019-11-06,South,India,Technology,Phones,Phones Product 59,149.03,9.57,1
ORD-100060,2019-06-14,2019-06-16,South,UK,Technology,Phones,Phones Product 60,1959.73,453.81,4
ORD-100061,2019-08-19,2019-08-21,East,UK,Furniture,Chairs,Chairs Product 61,971.85,125.46,6
ORD-100062,2019-05-07,2019-05-12,East,USA,Furniture,Bookcases,Bookcases Product 62,1082.34,73.09,3
ORD-100063,2019-07-16,2019-07-17,Central,USA,Furniture,Tables,Tables Product 63,360.99,25.74,3
ORD-100064,2019-10-17,2019-10-18,Central,India,Technology,Laptops,Laptops Product 64,1824.67,122.02,4
ORD-100065,2019-06-22,2019-06-23,East,UK,Technology,Accessories,Accessories Product 65,1684.26,110.1,8
ORD-100066,2019-01-13,2019-01-18,West,UK,Technology,Laptops,Laptops Product 66,618.63,63.4,1
ORD-100067,2019-02-17,2019-02-18,East,Canada,Office Supplies,Storage,Storage Product 67,612.88,50.65,9
ORD-100068,2019-03-20,2019-03-21,West,India,Furniture,Chairs,Chairs Product 68,1988.89,436.21,3
ORD-100069,2019-06-12,2019-06-14,Central,UK,Office Supplies,Binders,Binders Product 69,1358.13,157.72,5
ORD-100070,2019-02-08,2019-02-10,West,UK,Technology,Laptops,Laptops Product 70,1808.41,109.51,9
ORD-100071,2019-02-25,2019-02-27,West,UK,Technology,Laptops,Laptops Product 71,1683.37,398.34,9
ORD-100072,2019-12-02,2019-12-04,East,Canada,Technology,Accessories,Accessories Product 72,769.27,42.79,2
ORD-100073,2019-02-16,2019-02-20,South,UK,Office Supplies,Paper,Paper Product 73,665.97,106.02,2
ORD-100074,2019-01-02,2019-01-07,West,UK,Furniture,Bookcases,Bookcases Product 74,731.41,130.9,10
ORD-100075,2019-02-18,2019-02-23,South,UK,Office Supplies,Binders,Binders Product 75,1619.03,95.48,6
ORD-100076,2019-08-23,2019-08-24,Central,UK,Technology,Laptops,Laptops Product 76,300.4,31.28,4
ORD-100077,2019-05-19,2019-05-23,East,Canada,Technology,Accessories,Accessories Product 77,1650.85,133.88,10
ORD-100078,2019-02-10,2019-02-15,Central,India,Technology,Laptops,Laptops Product 78,448.88,71.47,4
ORD-100079,2019-02-21,2019-02-23,South,UK,Technology,Phones,Phones Product 79,404.09,32.1,3
ORD-100080,2019-05-31,2019-06-01,South,Canada,Technology,Laptops,Laptops Product 80,127.77,31.35,6
ORD-100081,2019-03-12,2019-03-15,West,UK,Furniture,Bookcases,Bookcases Product 81,881.62,58.99,4
ORD-100082,2019-10-03,2019-10-07,East,India,Furniture,Bookcases,Bookcases Product 82,1558.7,381.74,7
ORD-100083,2019-11-26,2019-11-27,South,Canada,Office Supplies,Storage,Storage Product 83,1741.39,295.48,10
ORD-100084,2019-02-07,2019-02-11,West,India,Furniture,Bookcases,Bookcases Product 84,789.57,45.4,7
ORD-100085,2019-08-05,2019-08-09,South,Canada,Office Supplies,Paper,Paper Product 85,453.54,70.68,8
ORD-100086,2019-03-08,2019-03-09,West,India,Furniture,Tables,Tables Product 86,1571.59,260.98,1
ORD-100087,2019-01-18,2019-01-22,Central,Canada,Furniture,Chairs,Chairs Product 87,699.13,139.6,4
ORD-100088,2019-08-27,2019-08-31,Central,India,Furniture,Chairs,Chairs Product 88,116.2,9.12,8
ORD-100089,2019-12-20,2019-12-21,South,USA,Technology,Phones,Phones Product 89,1966.12,476.85,10
ORD-100090,2019-09-23,2019-09-24,South,Canada,Furniture,Tables,Tables Product 90,604.78,134.73,9
ORD-100091,2019-08-12,2019-08-13,West,India,Furniture,Chairs,Chairs Product 91,1269.75,107.47,2
ORD-100092,2019-10-03,2019-10-06,West,UK,Technology,Accessories,Accessories Product 92,1463.84,257.57,1
ORD-100093,2019-04-19,2019-04-23,Central,UK,Office Supplies,Binders,Binders Product 93,1248.52,172.63,6
ORD-100094,2019-03-18,2019-03-20,Central,UK,Office Supplies,Paper,Paper Product 94,372.92,91.99,6
ORD-100095,2019-12-28,2019-12-30,Central,India,Furniture,Bookcases,Bookcases Product 95,863.23,64.12,3
ORD-100096,2019-07-10,2019-07-13,West,USA,Furniture,Tables,Tables Product 96,1544.26,155.39,10
ORD-100097,2019-01-09,2019-01-12,West,USA,Office Supplies,Storage,Storage Product 97,1183.33,119.17,4
ORD-100098,2019-06-30,2019-07-03,South,UK,Office Supplies,Binders,Binders Product 98,494.58,89.74,3
ORD-100099,2019-07-25,2019-07-27,Central,Canada,Office Supplies,Binders,Binders Product 99,1018.76,236.49,8
ORD-100100,2019-04-06,2019-04-08,South,USA,Furniture,Tables,Tables Product 100,1813.63,302.42,10
ORD-100101,2019-11-01,2019-11-03,West,Canada,Technology,Laptops,Laptops Product 101,629.76,143.06,10
ORD-100102,2019-10-08,2019-10-11,East,UK,Technology,Laptops,Laptops Product 102,961.37,61.33,10
ORD-100103,2019-04-24,2019-04-26,West,Canada,Furniture,Bookcases,Bookcases Product 103,809.9,71.03,8
ORD-100104,2019-05-08,2019-05-10,Central,USA,Technology,Phones,Phones Product 104,1741.62,362.22,5
ORD-100105,2019-12-06,2019-12-07,Central,USA,Office Supplies,Storage,Storage Product 105,1579.8,180.46,9
ORD-100106,2019-01-12,2019-01-15,East,USA,Office Supplies,Binders,Binders Product 106,1242.18,237.42,3
ORD-100107,2019-04-28,2019-05-03,East,India,Technology,Accessories,Accessories Product 107,1059.24,81.16,6
ORD-100108,2019-09-29,2019-10-02,West,India,Furniture,Chairs,Chairs Product 108,254.82,20.18,6
ORD-100109,2019-01-20,2019-01-21,West,India,Office Supplies,Binders,Binders Product 109,776.26,79.88,3
ORD-100110,2019-12-03,2019-12-06,South,India,Office Supplies,Binders,Binders Product 110,524.74,32.39,9
ORD-100111,2019-09-30,2019-10-01,East,India,Technology,Accessories,Accessories Product 111,1304.08,112.0,10
ORD-100112,2019-06-15,2019-06-16,South,UK,Office Supplies,Paper,Paper Product 112,1720.38,276.2,5
ORD-100113,2019-04-02,2019-04-06,Central,Canada,Furniture,Chairs,Chairs Product 113,380.04,51.69,10
ORD-100114,2019-07-09,2019-07-11,South,India,Office Supplies,Binders,Binders Product 114,1038.54,127.79,2
ORD-100115,2019-07-11,2019-07-16,West,India,Office Supplies,Paper,Paper Product 115,929.2,70.48,5
ORD-100116,2019-02-10,2019-02-13,South,UK,Furniture,Bookcases,Bookcases Product 116,1990.28,328.77,1
ORD-100117,2019-07-26,2019-07-29,South,India,Furniture,Chairs,Chairs Product 117,979.2,122.43,9
ORD-100118,2019-04-07,2019-04-09,West,Canada,Office Supplies,Storage,Storage Product 118,1655.49,338.21,7
ORD-100119,2019-03-21,2019-03-22,South,Canada,Office Supplies,Binders,Binders Product 119,1748.01,125.33,4
ORD-100120,2019-06-05,2019-06-09,South,USA,Furniture,Bookcases,Bookcases Product 120,1294.11,283.79,7
ORD-100121,2019-10-24,2019-10-25,West,USA,Technology,Laptops,Laptops Product 121,1516.09,125.76,8
ORD-100122,2019-04-18,2019-04-20,East,UK,Office Supplies,Binders,Binders Product 122,682.34,127.28,10
ORD-100123,2019-10-08,2019-10-11,Central,India,Technology,Phones,Phones Product 123,209.09,48.74,1
ORD-100124,2019-12-21,2019-12-26,South,India,Technology,Laptops,Laptops Product 124,645.58,121.68,10
ORD-100125,2019-04-21,2019-04-24,East,UK,Furniture,Chairs,Chairs Product 125,1844.89,393.62,7
ORD-100126,2019-11-10,2019-11-15,Central,Canada,Office Supplies,Binders,Binders Product 126,109.66,20.62,8
ORD-100127,2019-03-09,2019-03-14,East,UK,Office Supplies,Paper,Paper Product 127,1734.6,224.03,4
ORD-100128,2019-12-13,2019-12-15,East,USA,Furniture,Bookcases,Bookcases Product 128,358.62,68.44,4
ORD-100129,2019-06-06,2019-06-08,East,UK,Technology,Laptops,Laptops Product 129,1717.06,378.27,3
ORD-100130,2019-05-03,2019-05-04,Central,USA,Furniture,Bookcases,Bookcases Product 130,160.05,16.13,10
ORD-100131,2019-03-09,2019-03-13,West,Canada,Technology,Laptops,Laptops Product 131,1416.81,156.05,6
ORD-100132,2019-05-14,2019-05-16,Central,USA,Technology,Laptops,Laptops Product 132,522.43,38.72,2
ORD-100133,2019-06-04,2019-06-08,Central,USA,Technology,Phones,Phones Product 133,487.84,40.2,6
ORD-100134,2019-11-18,2019-11-19,West,USA,Technology,Laptops,Laptops Product 134,1300.8,115.68,4
ORD-100135,2019-07-22,2019-07-23,South,UK,Furniture,Tables,Tables Product 135,558.91,119.08,4
ORD-100136,2019-10-17,2019-10-19,Central,Canada,Office Supplies,Paper,Paper Product 136,355.84,67.78,6
ORD-100137,2019-08-04,2019-08-09,Central,USA,Technology,Phones,Phones Product 137,1495.2,250.17,3
ORD-100138,2019-08-06,2019-08-10,West,USA,Office Supplies,Storage,Storage Product 138,1764.82,143.85,1
ORD-100139,2019-09-10,2019-09-12,West,USA,Technology,Laptops,Laptops Product 139,1888.05,253.8,4
ORD-100140,2019-03-30,2019-04-01,South,Canada,Furniture,Tables,Tables Product 140,849.0,110.01,2
ORD-100141,2019-10-09,2019-10-12,West,UK,Technology,Phones,Phones Product 141,1264.87,284.94,5
ORD-100142,2019-10-06,2019-10-10,West,USA,Technology,Accessories,Accessories Product 142,716.91,49.61,6
ORD-100143,2019-01-23,2019-01-28,Central,Canada,Office Supplies,Storage,Storage Product 143,266.35,24.36,7
ORD-100144,2019-07-06,2019-07-07,Central,USA,Office Supplies,Storage,Storage Product 144,1230.5,236.74,7
ORD-100145,2019-03-26,2019-03-30,East,Canada,Technology,Accessories,Accessories Product 145,1828.79,222.86,7
ORD-100146,2019-10-02,2019-10-06,Central,USA,Technology,Accessories,Accessories Product 146,726.95,86.6,8
ORD-100147,2019-11-20,2019-11-22,Central,India,Furniture,Tables,Tables Product 147,1027.77,248.44,1
ORD-100148,2019-11-30,2019-12-04,East,UK,Furniture,Chairs,Chairs Product 148,969.66,151.44,5
ORD-100149,2019-07-27,2019-07-29,West,USA,Technology,Laptops,Laptops Product 149,407.01,93.49,9
ORD-100150,2019-05-07,2019-05-10,Central,USA,Office Supplies,Storage,Storage Product 150,1910.59,263.11,1
ORD-100151,2019-09-22,2019-09-24,South,Canada,Furniture,Bookcases,Bookcases Product 151,742.25,128.85,8
ORD-100152,2019-01-31,2019-02-03,South,Canada,Office Supplies,Paper,Paper Product 152,1392.03,231.37,10
ORD-100153,2019-11-29,2019-12-02,South,Canada,Furniture,Chairs,Chairs Product 153,1539.86,214.87,2
ORD-100154,2019-07-27,2019-08-01,East,India,Technology,Phones,Phones Product 154,153.09,23.48,8
ORD-100155,2019-02-07,2019-02-11,South,India,Furniture,Tables,Tables Product 155,1402.04,240.59,5
ORD-100156,2019-04-27,2019-05-02,Central,India,Technology,Accessories,Accessories Product 156,1959.55,154.31,10
ORD-100157,2019-12-22,2019-12-25,Central,UK,Furniture,Chairs,Chairs Product 157,691.18,38.58,3
ORD-100158,2019-07-15,2019-07-16,East,UK,Office Supplies,Paper,Paper Product 158,1545.92,106.67,8
ORD-100159,2019-01-07,2019-01-09,East,USA,Technology,Laptops,Laptops Product 159,1443.7,293.9,3
ORD-100160,2019-07-04,2019-07-05,West,India,Technology,Accessories,Accessories Product 160,433.63,27.9,2
ORD-100161,2019-01-11,2019-01-13,Central,USA,Office Supplies,Paper,Paper Product 161,199.4,27.57,9
ORD-100162,2019-01-29,2019-02-02,South,USA,Technology,Laptops,Laptops Product 162,514.58,42.19,5
ORD-100163,2019-03-16,2019-03-18,West,India,Furniture,Bookcases,Bookcases Product 163,756.43,156.71,1
ORD-100164,2019-03-03,2019-03-08,Central,UK,Technology,Laptops,Laptops Product 164,60.07,4.96,3
ORD-100165,2019-12-31,2020-01-02,Central,India,Furniture,Bookcases,Bookcases Product 165,1794.58,350.43,8
ORD-100166,2019-07-07,2019-07-12,Central,USA,Technology,Laptops,Laptops Product 166,1777.28,114.2,7
ORD-100167,2019-11-23,2019-11-25,Central,India,Furniture,Chairs,Chairs Product 167,944.36,160.73,5
ORD-100168,2019-01-09,2019-01-14,West,Canada,Furniture,Chairs,Chairs Product 168,1303.13,297.51,9
ORD-100169,2019-10-11,2019-10-15,East,USA,Office Supplies,Binders,Binders Product 169,893.46,156.06,3
ORD-100170,2019-03-18,2019-03-19,West,Canada,Furniture,Bookcases,Bookcases Product 170,1344.16,95.8,10
ORD-100171,2019-08-06,2019-08-11,East,India,Furniture,Chairs,Chairs Product 171,1334.69,254.27,10
ORD-100172,2019-10-19,2019-10-24,East,Canada,Furniture,Chairs,Chairs Product 172,1535.61,239.04,6
ORD-100173,2019-06-13,2019-06-14,East,India,Furniture,Tables,Tables Product 173,82.63,11.92,2
ORD-100174,2019-11-06,2019-11-08,Central,Canada,Technology,Accessories,Accessories Product 174,721.37,79.91,1
ORD-100175,2019-09-06,2019-09-08,Central,India,Furniture,Chairs,Chairs Product 175,1723.89,325.76,9
ORD-100176,2019-09-22,2019-09-24,South,India,Technology,Laptops,Laptops Product 176,368.28,64.73,4
ORD-100177,2019-07-31,2019-08-01,South,USA,Technology,Laptops,Laptops Product 177,1636.38,399.56,7
ORD-100178,2019-05-18,2019-05-23,South,India,Office Supplies,Binders,Binders Product 178,82.62,15.93,10
ORD-100179,2019-01-08,2019-01-13,West,USA,Technology,Laptops,Laptops Product 179,608.75,112.74,2
ORD-100180,2019-10-05,2019-10-09,Central,UK,Technology,Accessories,Accessories Product 180,1289.94,178.83,8
ORD-100181,2019-11-18,2019-11-23,West,USA,Office Supplies,Storage,Storage Product 181,1585.01,363.5,2
ORD-100182,2019-05-31,2019-06-05,South,India,Office Supplies,Storage,Storage Product 182,330.51,48.8,5
ORD-100183,2019-07-20,2019-07-22,West,Canada,Office Supplies,Paper,Paper Product 183,1295.79,250.34,5
ORD-100184,2019-12-07,2019-12-10,Central,UK,Technology,Phones,Phones Product 184,1583.35,351.48,9
ORD-100185,2019-04-11,2019-04-16,West,USA,Furniture,Tables,Tables Product 185,263.31,44.23,1
ORD-100186,2019-07-07,2019-07-08,West,Canada,Technology,Accessories,Accessories Product 186,994.84,75.71,3
ORD-100187,2019-01-26,2019-01-30,South,India,Technology,Accessories,Accessories Product 187,1233.83,278.79,4
ORD-100188,2019-01-02,2019-01-05,West,USA,Office Supplies,Binders,Binders Product 188,182.49,14.89,9
ORD-100189,2019-06-09,2019-06-11,East,Canada,Furniture,Bookcases,Bookcases Product 189,420.82,29.87,7
ORD-100190,2019-07-18,2019-07-21,South,India,Furniture,Tables,Tables Product 190,1599.12,362.26,10
ORD-100191,2019-03-20,2019-03-23,South,India,Technology,Accessories,Accessories Product 191,1351.49,305.55,1
ORD-100192,2019-05-18,2019-05-21,Central,Canada,Office Supplies,Paper,Paper Product 192,1318.01,97.38,3
ORD-100193,2019-03-07,2019-03-08,South,USA,Furniture,Bookcases,Bookcases Product 193,819.14,165.07,9
ORD-100194,2019-08-25,2019-08-26,Central,Canada,Furniture,Tables,Tables Product 194,202.28,17.87,9
ORD-100195,2019-07-02,2019-07-04,South,UK,Technology,Phones,Phones Product 195,1155.58,163.13,7
ORD-100196,2019-03-13,2019-03-18,East,India,Office Supplies,Binders,Binders Product 196,1260.2,183.57,6
ORD-100197,2019-01-07,2019-01-11,West,Canada,Office Supplies,Paper,Paper Product 197,1026.56,119.23,9
ORD-100198,2019-01-11,2019-01-14,South,UK,Technology,Laptops,Laptops Product 198,1498.67,154.72,3
ORD-100199,2019-10-07,2019-10-08,East,Canada,Office Supplies,Paper,Paper Product 199,1565.69,268.27,5
ORD-100200,2019-06-22,2019-06-25,South,UK,Office Supplies,Paper,Paper Product 200,1534.29,336.14,7
ORD-100201,2019-05-28,2019-06-02,West,India,Office Supplies,Storage,Storage Product 201,560.02,31.7,5
ORD-100202,2019-08-23,2019-08-28,Central,UK,Office Supplies,Binders,Binders Product 202,1969.24,411.6,1
ORD-100203,2019-11-23,2019-11-26,South,Canada,Office Supplies,Storage,Storage Product 203,1719.19,381.5,5
ORD-100204,2019-08-04,2019-08-05,East,India,Office Supplies,Storage,Storage Product 204,675.84,34.46,4
ORD-100205,2019-03-08,2019-03-09,East,UK,Furniture,Tables,Tables Product 205,1698.22,383.87,5
ORD-100206,2019-08-11,2019-08-12,West,India,Technology,Laptops,Laptops Product 206,1172.55,107.95,5
ORD-100207,2019-09-23,2019-09-24,South,UK,Technology,Accessories,Accessories Product 207,129.24,32.23,7
ORD-100208,2019-04-24,2019-04-25,East,Canada,Office Supplies,Storage,Storage Product 208,890.14,128.98,4
ORD-100209,2019-11-18,2019-11-22,South,UK,Office Supplies,Binders,Binders Product 209,1795.89,258.64,8
ORD-100210,2019-10-29,2019-11-03,Central,UK,Technology,Laptops,Laptops Product 210,1688.65,394.18,8
ORD-100211,2019-10-07,2019-10-09,East,Canada,Furniture,Bookcases,Bookcases Product 211,1278.58,294.81,1
ORD-100212,2019-01-22,2019-01-23,South,India,Technology,Phones,Phones Product 212,1603.32,160.63,9
ORD-100213,2019-10-29,2019-10-30,Central,Canada,Technology,Phones,Phones Product 213,343.91,42.71,2
ORD-100214,2019-06-16,2019-06-20,East,Canada,Furniture,Bookcases,Bookcases Product 214,1822.76,326.55,5
ORD-100215,2019-08-03,2019-08-08,South,Canada,Furniture,Tables,Tables Product 215,1704.38,372.85,6
ORD-100216,2019-02-19,2019-02-24,Central,USA,Technology,Laptops,Laptops Product 216,527.56,43.59,9
ORD-100217,2019-04-07,2019-04-12,South,USA,Furniture,Chairs,Chairs Product 217,472.74,51.75,5
ORD-100218,2019-12-11,2019-12-12,South,Canada,Furniture,Chairs,Chairs Product 218,1801.58,389.46,10
ORD-100219,2019-02-13,2019-02-15,Central,USA,Office Supplies,Binders,Binders Product 219,520.9,116.71,6
ORD-100220,2019-08-01,2019-08-03,Central,USA,Technology,Laptops,Laptops Product 220,1135.98,229.72,4
ORD-100221,2019-09-04,2019-09-07,Central,USA,Office Supplies,Storage,Storage Product 221,704.76,119.64,4
ORD-100222,2019-11-19,2019-11-23,South,Canada,Technology,Laptops,Laptops Product 222,1931.98,300.33,2
ORD-100223,2019-12-01,2019-12-06,West,UK,Technology,Phones,Phones Product 223,66.74,14.3,8
ORD-100224,2019-11-12,2019-11-13,East,UK,Office Supplies,Storage,Storage Product 224,852.54,155.01,2
ORD-100225,2019-10-06,2019-10-10,Central,India,Furniture,Chairs,Chairs Product 225,1859.84,147.41,8
ORD-100226,2019-07-12,2019-07-13,East,Canada,Furniture,Tables,Tables Product 226,1166.7,74.2,6
ORD-100227,2019-06-29,2019-06-30,East,UK,Furniture,Tables,Tables Product 227,517.63,124.41,9
ORD-100228,2019-09-20,2019-09-21,East,USA,Furniture,Tables,Tables Product 228,1133.15,193.24,8
ORD-100229,2019-11-26,2019-12-01,West,Canada,Office Supplies,Binders,Binders Product 229,368.92,66.63,5
ORD-100230,2019-11-30,2019-12-05,East,UK,Office Supplies,Storage,Storage Product 230,1171.75,181.69,8
ORD-100231,2019-06-10,2019-06-13,East,UK,Furniture,Chairs,Chairs Product 231,906.64,147.65,9
ORD-100232,2019-03-02,2019-03-06,West,Canada,Office Supplies,Storage,Storage Product 232,821.04,103.88,9
ORD-100233,2019-09-07,2019-09-08,Central,Canada,Technology,Phones,Phones Product 233,1635.08,247.81,9
ORD-100234,2019-05-05,2019-05-07,East,Canada,Technology,Laptops,Laptops Product 234,104.29,8.8,10
ORD-100235,2019-07-31,2019-08-02,South,USA,Office Supplies,Binders,Binders Product 235,108.13,12.41,5
ORD-100236,2019-11-06,2019-11-11,South,Canada,Office Supplies,Paper,Paper Product 236,1078.51,65.03,9
ORD-100237,2019-11-24,2019-11-29,West,India,Office Supplies,Storage,Storage Product 237,1304.82,140.71,2
ORD-100238,2019-07-29,2019-07-30,West,India,Furniture,Bookcases,Bookcases Product 238,1641.54,194.4,8
ORD-100239,2019-10-02,2019-10-05,West,India,Technology,Accessories,Accessories Product 239,1126.06,103.82,3
ORD-100240,2019-03-15,2019-03-18,East,USA,Office Supplies,Binders,Binders Product 240,1341.08,112.19,1
ORD-100241,2019-10-12,2019-10-16,South,Canada,Technology,Accessories,Accessories Product 241,1057.88,216.86,2
ORD-100242,2019-06-01,2019-06-03,Central,India,Technology,Laptops,Laptops Product 242,1959.54,234.71,9
ORD-100243,2019-05-01,2019-05-03,Central,UK,Office Supplies,Paper,Paper Product 243,1504.86,245.36,2
ORD-100244,2019-11-12,2019-11-16,East,UK,Technology,Laptops,Laptops Product 244,77.38,4.92,6
ORD-100245,2019-09-28,2019-10-02,South,India,Technology,Laptops,Laptops Product 245,499.5,122.04,9
ORD-100246,2019-05-22,2019-05-26,West,USA,Furniture,Tables,Tables Product 246,737.44,114.5,2
ORD-100247,2019-04-28,2019-05-03,East,USA,Technology,Laptops,Laptops Product 247,1936.82,374.06,3
ORD-100248,2019-11-28,2019-12-01,South,India,Office Supplies,Binders,Binders Product 248,1213.12,239.7,6
ORD-100249,2019-04-19,2019-04-20,South,India,Technology,Laptops,Laptops Product 249,678.05,128.13,8
ORD-100250,2019-03-03,2019-03-06,West,USA,Furniture,Chairs,Chairs Product 250,868.42,138.34,3
ORD-100251,2019-11-25,2019-11-28,East,India,Technology,Phones,Phones Product 251,864.8,148.81,1
